country,gini,lifeex,gdp,literacy,fertility,corrupt,pop_urban,spendhealth,spendmil,sexratio,democ_status,split
Country_037,43.67490269301242,65.75060946977688,426.3937466346747,64.20456035433452,5.251661151979624,63.158891398897644,94.46742101159222,3.728932006159529,0.30288923172057824,104.14436879245744,1,train
Country_038,53.32163249380229,66.78288077643806,91.34481051064282,58.88157222925822,4.091582640704401,43.68482613823258,55.86022221791406,4.349082062676495,1.4693024132481982,100.4009390217492,0,train
Country_039,32.087556635835746,83.64367958648822,266.95525498344216,77.56415272726336,1.8237368664304292,67.30150831281948,34.302585335470475,7.141230236109912,2.367558490145547,108.33181516080214,1,train
Country_040,36.047727417247856,67.11104384127674,320.0678176660638,84.09348788564355,2.8425716463310695,48.55635931743717,25.462999063839476,3.039662271954584,3.1319391406662898,105.31252297890964,0,train
Country_041,41.2461098474751,85.95084418558635,535.2299071738912,69.49021262337786,0.15379639859145522,21.003805235492226,50.73211760058881,7.5316822158483365,2.7823267453405207,95.71725655133156,1,train
Country_042,44.6698733690387,79.40689099650493,231.02343752368168,54.350455740865,5.815548923021739,47.96137166237026,50.4126435182088,5.400334317656558,2.610597671648906,100.71257316529471,0,train
Country_043,53.1676506284157,78.42561442227588,424.90338697693244,68.85669173639694,4.4262804516793794,52.10535357514384,69.3996490084326,7.367373735879002,3.3806132323188187,107.3692640496188,1,train
Country_044,50.11027212832137,53.0275201130541,136.77958740212688,85.85160228022588,2.952460196080846,53.95770461239564,44.8281651520376,6.701762847360602,2.1282013014006513,106.37432471582856,0,train
Country_045,39.24212783281458,78.44506717374156,404.92753257850427,59.56412141878774,4.368795599296615,36.77057917143203,50.062992166436224,6.743422584225385,1.6595895982408146,100.21847079823647,1,train
Country_046,43.74879432631686,58.498646481019875,401.3993291608677,74.72772047727274,3.266805563971421,45.04894279087628,64.35233269150768,8.230670201038144,3.6351637630386904,100.4746285971738,0,train
Country_047,49.7193536419909,68.54983062317528,300.1202179435531,98.39707062728189,2.5472745227862528,44.374671527706695,33.11842069132151,2.495341709093726,2.9513475264815185,99.91523729644429,1,train
Country_048,50.62331041426593,57.58103158107251,183.92282084019183,75.71856060434006,5.103070856555694,57.66451042563236,75.56746262581876,8.109188342744813,3.8381069837849138,99.24467988509993,0,train
Country_049,42.65724229993966,74.54156536547929,274.21837184541175,77.17919055981835,1.1550124575266418,38.084696380584695,70.3331961837776,0.8258269777750584,1.0807449972585372,101.94684504626957,1,train
Country_050,32.74484420304381,66.95696796865674,180.05430111698882,61.226081067487506,3.0392205759193613,50.40727755605584,49.14316898126546,4.879372814645181,1.8686118392207396,103.66822053023216,0,train
Country_051,57.05047290630465,71.07495823400234,344.3843106417086,52.93988043258197,3.8820394707924617,39.35478808598782,50.26729205291807,6.4148789057160664,2.6272464932294453,105.32152635284719,1,train
Country_052,58.043015427970474,62.18254750238006,291.4052388187133,92.00622775362983,4.509847100274869,59.83488290545884,77.19309097703173,3.4907940616712483,3.353900091297557,106.22776016809202,0,train
Country_053,56.46729828497398,63.05052146094221,293.79909508422907,76.14072760586546,2.7032031883882213,45.94730768345513,72.66001992272929,4.593180034265971,0.2645045305603415,103.0855419475187,1,train
Country_054,43.10405767543258,60.64775214615733,88.11142192129137,80.80733700457557,0.6774648417799827,16.411995114998675,53.46230906158285,7.157911171301395,4.161647086819184,98.53505209521191,0,train
Country_055,42.07894243213159,57.41634899929945,445.344847652989,48.2515600921973,2.878165105991315,71.59370802109552,59.06378957205137,8.24032068765148,1.3659901321709778,103.10757140864062,1,train
Country_056,53.32625748658987,65.38230615647142,442.35771170955826,73.82194377032289,1.3850604883899902,118.25484867268334,67.32965466136001,4.9146865876471795,0.9114246176002283,102.24530345641685,0,train
Country_057,39.820457353274506,74.65482932824258,368.60043494542384,98.19514227604068,3.2207016470315817,62.24309863979386,67.98685277267164,5.003020393881212,2.1899197632159715,105.30300060800545,1,train
Country_058,52.74021708270904,61.46446716756976,142.38766764324117,64.58884962579718,4.7437279780092725,46.504471047176395,83.7965263384196,3.1498594258531307,2.759968645198966,94.45108841710275,0,train
Country_059,38.73465695271768,67.0270294508651,385.3125329390507,96.05992758006704,3.091932307236488,79.17051646895871,72.32521614698973,7.272704360424129,1.8506141718088864,106.15497403094592,1,train
Country_060,37.91628577030684,70.46126888960254,161.75254791524893,57.827816714018674,1.5963156743334728,37.7057376443716,62.86675344766448,4.5624590738427235,0.9726820704956036,106.41221957007411,0,train
Country_061,46.19776750646767,77.56452346460611,418.2272303561626,60.426983495491804,0.7159436496655536,36.52236137182929,80.77733773909846,3.1929078525993697,3.389252421188873,100.16277908061353,1,train
Country_062,49.644873958831866,51.90864117899845,416.04901991999566,65.00496949864277,4.412990958759089,50.41750968889572,69.57095692948414,4.4961359214728,3.4820278522166346,97.47128194732787,0,train
Country_063,34.854314460435944,75.30379203585228,319.2986092548604,66.96868743169682,2.834465246418371,62.03105196821298,53.49984368636371,6.320615193490512,1.3110497811175852,100.7782438709401,1,train
Country_064,54.379613373753685,75.07001942276713,144.34147676935655,78.17952120842565,2.1029812135581167,60.19441817094341,29.11781911021058,2.465778615121775,1.979233266612566,101.50054213534212,0,train
Country_065,54.8889154347919,76.73199339202822,513.0561490286857,88.49911847053353,2.710563738038187,48.20611608226304,78.43457433301893,5.380742862045678,2.221607593008019,97.99439183095443,1,train
Country_066,45.64831902755568,44.17202874644923,221.26589338215774,50.90164622507298,4.181089217047227,38.383897584518095,52.66422675988379,7.394210929340995,1.3311187057976606,102.94997668546996,0,train
Country_067,28.33786442018827,70.21783293955721,373.2318894476213,83.29806457695369,1.971580168017625,58.753824955002685,67.17231299518033,5.261536731804726,2.5900195344733645,103.390602965195,1,train
Country_068,49.68304339905481,58.531912887292805,132.49661876106217,103.18970427978009,5.653750743713705,21.949510231027396,64.35326613056769,5.954874165506221,3.4916046821925812,102.42118630934205,0,train
Country_069,36.08502448633101,68.04063674909521,265.0649834651018,72.41559674059633,2.727954435055308,50.62983872683367,77.67828712151822,7.761116399909449,0.9926761926738126,100.62020968669626,1,train
Country_070,40.173600369798656,76.28977769568087,268.8758516941801,87.33484106237353,2.776902974411935,47.46799989534185,37.36955329804137,7.3050710729723605,2.1548654949072894,97.54453064602363,0,train
Country_071,38.76030971877385,51.060736497838896,320.18193927614504,72.08731613621295,3.395693800406181,79.96594730438662,57.88535769066992,6.914911834010541,2.7846864268156,101.42003507857798,1,train
Country_072,29.88558382461157,74.08000933876541,215.5231261029219,65.86933837476239,1.8254470683374246,52.09391960859803,59.220462259685185,4.758835237941532,2.4282482448451317,105.1476548722577,0,train
Country_073,51.22976690062673,75.30733482016657,722.5294507404437,61.39662004434028,2.5945789813593447,34.73353356454392,68.93979294444614,3.925025213879651,-0.8280340899992562,98.35998562251389,1,train
Country_074,47.078015193247076,74.57829867958047,89.16701305619623,56.41336807573483,3.1827778334588945,33.88632519035537,65.56745690184337,4.7080016839507515,2.9755190973805976,99.8243552227639,0,train
Country_075,55.792290624168785,69.49699992993315,479.225954479597,63.81503504500584,3.7580473569929964,40.77109190604978,48.13636123423845,3.8912993369530824,2.354959976716279,101.34379962309687,1,train
Country_076,58.8136560772405,57.31036616290443,145.1594001054222,91.10282219968289,4.08054039068973,13.134604391010924,65.05903647968967,5.174665398679194,0.016667143925859218,100.8913127239877,0,train
Country_077,43.36036038531058,75.35122013700052,438.5394799857225,71.83620156665202,4.290140963917085,50.36708105699563,49.53754762890342,3.431636313704102,3.0611743534795792,96.12549274320297,1,train
Country_078,51.92246056895849,57.64741546086492,232.89310851471134,73.18072854129376,4.811529080961617,12.06774264143192,45.50732682069815,4.798123384746206,1.8746963984948053,104.58486930402361,0,train
Country_079,26.80887547634779,72.39441312456837,375.11042118033794,71.13620595712446,4.372684079102411,30.86766343616428,79.02925136984513,3.8941591941796627,3.28066062169448,101.02738734154437,1,train
Country_080,53.0147450331914,72.743759438067,100.313571170329,63.282632092842064,3.2390812177500967,42.71824522177702,46.26505852347053,8.40287578914702,2.840916011890625,106.66504798299927,0,train
Country_081,38.94681077190424,61.00562590951321,339.8697334703742,61.95145093823815,5.918175154800214,57.417611285404156,79.68898702515905,4.8515284557530025,2.0187264330878367,101.9072657471876,1,train
Country_082,49.34573809260814,73.29669476075857,261.341518186598,55.387226389740235,2.0685481082161337,45.61977147129683,66.19444088935134,5.615894152619484,2.568618941135273,100.19958360229316,0,train
Country_083,44.674122107095116,74.07443903091992,319.5818812179567,72.08552733188328,2.8693948092194583,69.4789868251263,55.82699598991997,5.67107124193311,2.883313636014535,104.17656767476068,1,train
Country_084,58.46707812707581,71.9036304736337,347.905588255111,43.5464436646803,4.077684733164604,88.28691702242921,45.1498352164849,2.6609603011885676,2.3324153893287725,105.0637443782967,0,train
Country_085,47.69800393837459,65.68300634824534,319.68117819273704,85.95558472660862,3.857143697745775,96.71978545141363,77.48530020466825,6.007134432005258,3.1476715309929384,100.95304742725334,1,train
Country_086,38.67781598773627,67.87565705734073,334.86732525715666,44.67075462402009,2.7231722418371658,40.35339376707857,61.584636037714276,4.179067882269241,3.1241160524134863,102.29433673866598,0,train
Country_087,51.98262007325446,55.81065872300406,522.854956565151,91.6651101949904,3.110380503376563,64.70581785654223,71.49822600619942,3.825420744480136,2.607598079019048,104.3345225372987,1,train
Country_088,48.97853406885991,74.91056614279,287.3995332082994,66.81126482934529,2.428635504770528,40.43831510528052,50.704234784428984,8.110967035510885,2.8786066625768343,99.00172049592547,0,train
Country_089,46.688787105291496,67.96397042695165,-42.45172565115661,77.59778556730727,1.1867614601877978,63.41235956461236,47.98104601454235,2.383351079213692,3.0032099811788546,97.51741870417595,1,train
Country_090,42.92640637218304,68.1350191593693,349.4679027753664,76.77326804660977,3.3064624537355574,32.01688374160359,86.45723138956387,3.4880373589228046,4.754306777783796,100.64242508014792,0,train
Country_091,52.79028554673446,78.05972431160106,198.53589031477264,75.72926760509345,3.9564704350290265,65.61767818741839,59.41593824574156,5.9039200908122895,1.936372382805331,98.48455986233664,1,train
Country_092,54.372097895521925,62.02254862465155,441.57098299274605,74.63676351859414,2.278823991784539,44.09843024825773,53.304226269072394,2.958224700696078,3.191715507871996,100.56415777841644,0,train
Country_093,56.55353210904638,76.38712992814743,218.37731225501042,70.11499217679025,2.7778877693964996,24.838858631398463,76.36883518152179,7.199617630422658,3.520601457642863,100.62903642721939,1,train
Country_094,55.051887772951346,64.82197651661957,388.217733550929,92.7879172267631,3.5181318575657037,21.455322011399236,52.846482052074805,5.981971732767013,4.053849254836745,98.59862389381927,0,train
Country_095,41.97561361870839,71.36671301008097,376.19979891154094,84.05635404504626,1.9118724122554442,45.37739064994035,77.51949716400867,6.084669822248615,2.948056780938025,105.37597049599276,1,train
Country_096,47.332427117672715,70.7240273765747,238.25233656992552,45.424849695974366,1.7956905376626955,48.33776996628737,54.606589230056755,3.390793662950044,2.9716171557030027,99.32918534367525,0,train
Country_097,44.39069813106376,69.34381953343781,223.20133024653035,35.92691179193223,4.797832863767333,58.69947024267124,22.438110911067916,4.4471427647329556,2.8825452774991827,101.31557792789863,1,train
Country_098,51.14264090082583,58.71385931800608,297.02012750616825,64.79774460897265,3.130325615645632,43.02147976780996,60.596393327889416,6.5654428273761845,1.9538562397599382,100.7782799279642,0,train
Country_099,44.78451993394009,68.53880019497001,370.27227508131904,81.17436103631515,4.5994266834210515,50.90400533111005,28.240530050094513,5.1607509210897415,2.8346445122594086,101.43913495040175,1,train
Country_100,45.274110705863265,47.0399318988231,336.9581203938455,60.739515064699894,1.536708070507757,31.314402819290763,44.627550878016194,5.917498164683405,3.2639657158280864,106.54425114744676,0,train
Country_101,48.683398498503344,58.6868049174586,154.89488682333703,87.36088031793697,4.930023441315373,48.720534233383454,70.78204482277667,2.290217432440975,0.07729389000185538,98.47792897037147,1,train
Country_102,43.64249979517587,62.328988916735696,248.38631238584793,58.23478350951334,4.165161373939595,72.69584512389221,58.14296194140653,8.759994974880922,1.8287143476389844,100.42468981818318,0,train
Country_103,46.6018773019436,66.66160990391461,465.246270693197,60.78338277203167,4.6372327821303685,56.495150293287985,100.88179171075168,4.3717701887035885,2.1667673107510454,102.43695545185946,1,train
Country_104,29.051776263344404,71.3181210203083,333.70153359182024,67.23977545858152,1.4967250623359623,19.161901280564173,66.39927777901266,7.050357375114711,4.503357558186665,99.31367542815025,0,train
Country_105,35.25361577792973,67.3244896025236,86.9123829751396,61.566032359343836,4.07214756501838,82.42284502464946,66.58733180451996,8.581107297110538,2.9030475255988852,102.57409174541677,1,train
Country_106,45.12847050017973,67.99549636617596,245.4176463307333,63.48633871414762,2.555729798072393,51.66257423225606,57.8167262252668,1.740839930767776,2.3011593978976164,99.4329858228165,0,train
Country_107,27.1143963300738,73.37106919473058,511.04259054268573,105.94595283597357,4.924903435391556,37.325572053054906,80.0286748906208,7.539798007112277,0.02460456232645436,104.58386554617435,1,train
Country_108,51.517416283132206,67.80246600245434,310.63400588121664,66.47461074116126,5.308323018386034,39.767800991026036,54.60090910168081,4.714777967412368,2.9207968901800863,96.7102505970263,0,train
Country_109,54.60379047639172,71.30959805474525,392.29495149897343,73.35973987621686,2.8262704744593394,46.60565275705469,63.841712135092806,5.604104681866858,3.7963141065017805,103.03817323885403,1,train
Country_110,45.43209064507151,82.3925208875392,122.46886124237736,45.496862361447484,3.7755224625353936,43.17728086116883,30.981060176627498,4.075540677244375,1.7372130751830603,105.39338580127489,0,train
Country_111,38.52998583655804,77.90491719093818,379.17380402522207,67.3050363193268,3.075406194305779,60.71585731340995,27.779422295575507,5.954136815138734,1.9550564670389938,107.39375809916433,1,train
Country_112,40.969848345902705,75.64051136004177,-25.79095492869334,77.81937522476431,3.6813233047079303,42.55370316405676,55.786660342704955,4.178878818755297,3.097603851499931,101.59725430610905,0,train
Country_113,29.198098332657263,68.01351314575737,592.1666085151063,71.10269307287453,3.3989455357624467,45.11501886522278,65.01081699242593,5.655891115923221,2.096557696652186,104.58979019681225,1,train
Country_114,39.115376343325366,65.4584383343866,336.6064502750517,61.59493730987128,1.8813444193097064,57.04875593421747,42.867585629569966,3.8053836764932454,1.5962228929740712,101.6678147578767,0,train
Country_115,40.064912214295894,65.70328106336474,405.7174712776862,96.83913352124972,2.6209829431771845,62.4077931337662,57.068797642617874,5.497884492064992,3.7633016139402757,102.15087971708114,1,train
Country_116,39.975621190362034,60.66058710169889,201.99042899266,65.40043668038754,4.379613742509298,22.54165686016527,42.04066245967523,2.850917576847905,0.49071349392493335,105.97776805046544,0,train
Country_117,43.208970849887244,84.70623455779061,153.07995897827982,89.81273469888762,2.208021761403244,45.66734566686108,47.565533143626936,3.400272281024682,0.8215055065257353,102.64899887286143,1,train
Country_118,35.986391739785425,64.56558507741701,274.89581469079206,75.59916028109166,3.4704700668794572,52.78386500232658,65.31617340849483,4.665498269480565,3.026017502289118,99.06083942566507,0,train
Country_119,37.29623652236862,84.6800864571148,322.59189427481306,59.74248987999568,4.705855881285136,50.17683301073417,52.70263459824009,2.4020169029559097,3.345390239262654,98.74109727836732,1,train
Country_120,42.1877393598397,71.65279990354348,298.0360289109745,64.30359689237288,3.093214662126166,67.62669237441779,91.05411221702519,3.6024783416952295,3.2726849086032592,107.78640091606235,0,train
Country_121,52.13245643960584,64.00534699377289,272.3183247511261,61.43047186249643,1.9538679084142725,41.76970725196408,66.3281321841051,4.125941989690392,3.4614398351804296,102.36976639071838,1,train
Country_122,43.32299453715086,73.58871936165593,314.27661908645524,69.57301438678655,4.598046145441376,57.318778073450716,55.96652299742936,6.575109685735493,2.9611813626455934,110.75192628861933,0,train
Country_123,52.289508008376956,78.72570097099778,478.9192045954187,71.5975941688443,4.625474493835674,53.42042649625384,49.93239895221896,4.172027083179686,3.043540665199047,97.31664032802394,1,train
Country_124,48.16682337163402,60.67319931642102,362.1859659074224,54.40739434013979,5.596763914730392,60.82072632183553,38.567115612393,8.217518700167668,2.3172969887675863,99.8175716708406,0,train
Country_125,35.30960546939041,74.04211791724522,504.5426239997606,61.723595412025325,1.8528549897943372,32.48539841540989,84.84607967040321,8.641458443421849,1.9918346318568427,103.61311526232267,1,train
Country_126,46.47675639779567,66.01495758176605,391.68271586609023,72.21434001020664,3.7453879601137725,41.733579163521654,69.83400539566317,4.135988195178079,2.6499069856814277,102.65843248132632,0,train
Country_127,33.8907547579724,67.10724026591085,286.4876383601914,71.9180462974748,1.7158182910693747,31.642069382989845,86.75193154939629,7.612887212787293,3.476847228042523,107.47445635976996,1,train
Country_128,49.85676190039648,65.77137012058256,333.86108981201517,37.41069512824747,2.0323002254947626,60.65546713438607,58.08923224735015,2.1447273298375307,3.3802442458717543,104.99670494697985,0,train
Country_129,48.843036490914685,69.2576257644895,223.67406239371383,72.01392407252773,3.562309194590821,46.545401642024515,71.44553865190048,5.928863867504941,2.809737460565799,95.90238063353524,1,train
Country_130,55.148743944168736,80.2951337596151,227.70388505164604,43.44651528221778,4.1167151833037705,38.618124816191006,43.09481443487685,7.135432511750706,0.9299447770166032,104.15228586611117,0,train
Country_131,33.51812703275344,81.19814386220379,385.98629592508456,66.53907505239755,3.229243949737865,63.477572974700166,74.84841566146667,6.9555828565844635,3.0660763190997113,100.56785501330202,1,train
Country_132,51.81263638021898,56.009404943924054,396.4911725521789,78.69508755973297,5.022897251000516,36.401967070966634,60.39317547704405,6.416572001764416,2.971429454922707,100.71999814788464,0,train
Country_133,45.958648536376465,70.0442562773473,443.48447296926054,60.973061708678145,3.457385366682785,58.27276026225028,73.75992186445595,5.154215509576248,2.5627775626865064,101.78715097529742,1,train
Country_134,46.77252690043081,66.56687330205986,236.79065383418913,108.00949691089474,2.3373062144746366,25.878621686022306,45.66560080816313,3.279894902013895,2.6037238853864992,106.29279839352792,0,train
Country_135,57.007070263960046,71.39859491170554,24.214474288840506,76.16539029611988,1.4772145212495278,43.987371646624865,45.15415817788286,6.151245159222074,1.6580710664835379,104.3163590323221,1,train
Country_136,50.318419171135076,64.57944346597768,285.66724447225056,79.3612964960336,2.9034417009486533,63.4811399388782,57.3102598996863,5.238794905609723,3.549089045362624,105.99459757073679,0,train
Country_137,47.66649759102191,69.96697507170397,410.4823121714603,47.218285438703106,5.016753923784752,29.141157217490253,75.95564149826934,4.171672138909234,3.0187019014472476,101.65029772782977,1,train
Country_138,48.92871807255021,60.09370368346586,16.72463948403987,71.69983474022807,2.629394793650862,35.324556183171616,46.720152948269266,8.668822497770243,1.8913690742484004,102.98043893735716,0,train
Country_139,34.216454449044505,81.68477371142387,257.24784376604794,31.390372863303583,6.304339848674187,33.23332461397006,82.03398501422251,6.766145121084892,3.192615562978034,101.30554550888752,1,train
Country_140,48.01359001460079,76.29148807133518,239.88831405607206,69.36964448129416,4.463948257910081,48.500999070246365,51.22525207352314,7.603357816635869,3.000026318647464,101.62448200623892,0,train
Country_141,37.292841408225065,61.45522222435221,431.25409264572494,84.63902129350072,0.44514672910751596,41.92115049033641,76.87332205304439,10.14861323852903,4.9904245691114735,104.82559852572638,1,train
Country_142,57.486659641008885,62.28064434426399,368.94414282347753,47.04252948602931,2.6757483844773695,52.77747949883778,90.11905605075233,6.195926658675664,2.9185925087998825,101.48974931194246,0,train
Country_143,32.920456229262,74.32290401829876,282.1087564100122,73.98567058445668,1.982802903230582,55.182589166664414,39.34456699590657,6.307812438379405,3.9936710943663103,104.74185244463735,1,train
Country_144,63.41059007295555,69.09642812743259,336.6436129815065,73.32297256783765,2.2943242380653306,85.75820244673314,72.42867126612899,4.214347157051633,1.5066019089954616,103.74452784972436,0,train
Country_145,50.360380428723154,70.60307894327862,346.3289420536024,67.5782474985355,3.0467031251264323,77.03254389893536,83.40926828707035,2.299646233010416,2.5766546494434053,98.38769595099089,1,train
Country_146,35.81443638641113,71.18762229215605,175.01167944282133,18.29963824713427,4.124183183754294,70.07855294160777,88.18165709367841,3.9074134163147143,4.324534369615476,94.136965092576,0,train
Country_147,35.15280314477051,73.65175497126677,380.5841121704742,90.20626869097731,4.198027387558475,51.53173964626941,85.33871795102152,6.672965280263291,4.470506479667588,99.58716902183036,1,train
Country_148,48.90202941056151,63.0632346087974,372.7095968806308,62.30671749358751,3.0477773632999003,23.12318634001782,62.22306200754599,6.930978748189617,3.7998347330923146,92.9519040443721,0,train
Country_149,30.542834449434753,85.54112420437274,301.4848381066529,68.16588156283288,4.4484025293670495,56.53961530940428,52.911147864156455,4.880306102946163,4.686592824863057,97.8558265406344,1,train
Country_150,56.90979870183329,64.00086307846851,243.45255418556863,93.54369634660208,2.578551686096442,62.03105057650067,52.15419823807962,1.8358659477021848,2.3907761563664027,105.50677912298362,0,train
Country_151,42.012862579022034,73.89537461584143,346.62639783361954,71.10247036996162,2.5490026127190033,55.37208140931542,31.90659822000302,4.403356688750091,0.24526764962091763,102.80909654042931,1,train
Country_152,49.33728389116736,60.13147800403737,372.15691301489187,71.53745826704221,3.7022865046979083,40.49473051036749,64.6918950552711,6.808414071271534,1.7974681710878153,99.54946672241942,0,train
